id,label
21389,1
21390,0
21391,0
21392,0
21393,0
21394,0
21395,0
21396,1
21397,1
21398,1
21399,1
21400,1
21401,1
21402,1
21403,0
21404,0
21405,1
21406,0
21407,0
21408,0
21409,1
21410,0
21411,1
21412,0
21413,0
21414,0
21415,1
21416,1
21417,1
21418,0
21419,1
21420,0
21421,0
21422,1
21423,0
21424,0
21425,1
21426,1
21427,1
21428,1
21429,0
21430,1
21431,0
21432,1
21433,1
21434,1
21435,1
21436,1
21437,0
21438,0
21439,1
21440,0
21441,0
21442,1
21443,0
21444,1
21445,1
21446,1
21447,0
21448,1
21449,0
21450,1
21451,0
21452,1
21453,1
21454,0
21455,0
21456,0
21457,1
21458,0
21459,1
21460,1
21461,1
21462,1
21463,1
21464,0
21465,0
21466,0
21467,0
21468,0
21469,0
21470,1
21471,1
21472,1
21473,1
21474,0
21475,0
21476,1
21477,0
21478,1
21479,1
21480,1
21481,0
21482,0
21483,1
21484,0
21485,1
21486,1
21487,1
21488,1
21489,1
21490,0
21491,0
21492,1
21493,1
21494,0
21495,1
21496,1
21497,1
21498,1
21499,1
21500,1
21501,0
21502,1
21503,0
21504,1
21505,1
21506,1
21507,1
21508,1
21509,1
21510,0
21511,1
21512,1
21513,1
21514,1
21515,0
21516,0
21517,1
21518,1
21519,1
21520,0
21521,1
21522,0
21523,1
21524,1
21525,0
21526,0
21527,1
21528,1
21529,0
21530,0
21531,1
21532,0
21533,0
21534,0
21535,0
21536,0
21537,1
21538,1
21539,1
21540,1
21541,1
21542,1
21543,0
21544,0
21545,1
21546,1
21547,0
21548,1
21549,1
21550,1
21551,1
21552,0
21553,1
21554,1
21555,1
21556,1
21557,0
21558,0
21559,1
21560,0
21561,0
21562,1
21563,0
21564,1
21565,1
21566,0
21567,1
21568,0
21569,1
21570,0
21571,0
21572,0
21573,0
21574,1
21575,0
21576,0
21577,1
21578,1
21579,0
21580,1
21581,0
21582,1
21583,0
21584,1
21585,0
21586,1
21587,0
21588,1
21589,0
21590,0
21591,1
21592,1
21593,1
21594,1
21595,0
21596,0
21597,1
21598,0
21599,1
21600,0
21601,1
21602,1
21603,0
21604,0
21605,0
21606,0
21607,1
21608,1
21609,0
21610,1
21611,1
21612,1
21613,0
21614,0
21615,1
21616,0
21617,1
21618,0
21619,0
21620,0
21621,1
21622,1
21623,1
21624,1
21625,0
21626,0
21627,1
21628,0
21629,1
21630,0
21631,0
21632,1
21633,1
21634,1
21635,1
21636,1
21637,1
21638,1
21639,1
21640,1
21641,1
21642,0
21643,0
21644,0
21645,1
21646,0
21647,0
21648,0
21649,0
21650,0
21651,1
21652,1
21653,0
21654,1
21655,1
21656,1
21657,1
21658,1
21659,1
21660,1
21661,1
21662,0
21663,1
21664,1
21665,1
21666,1
21667,1
21668,1
21669,1
21670,0
21671,0
21672,0
21673,1
21674,1
21675,1
21676,0
21677,0
21678,1
21679,0
21680,1
21681,0
21682,1
21683,1
21684,1
21685,0
21686,1
21687,1
21688,1
21689,0
21690,0
21691,1
21692,0
21693,0
21694,1
21695,0
21696,0
21697,0
21698,0
21699,0
21700,1
21701,0
21702,1
21703,0
21704,1
21705,1
21706,0
21707,1
21708,0
21709,1
21710,0
21711,1
21712,1
21713,1
21714,1
21715,1
21716,0
21717,0
21718,0
21719,0
21720,0
21721,1
21722,0
21723,0
21724,1
21725,0
21726,1
21727,0
21728,1
21729,1
21730,1
21731,1
21732,1
21733,1
21734,0
21735,1
21736,0
21737,0
21738,0
21739,1
21740,1
21741,1
21742,1
21743,0
21744,0
21745,1
21746,1
21747,1
21748,0
21749,1
21750,0
21751,0
21752,1
21753,1
21754,1
21755,0
21756,1
21757,0
21758,1
21759,0
21760,0
21761,0
21762,1
21763,1
21764,0
21765,1
21766,1
21767,1
21768,0
21769,0
21770,0
21771,0
21772,0
21773,1
21774,0
21775,0
21776,1
21777,1
21778,1
21779,0
21780,0
21781,0
21782,1
21783,1
21784,0
21785,1
21786,1
21787,1
21788,1
21789,0
21790,1
21791,0
21792,1
21793,1
21794,1
21795,0
21796,1
21797,0
21798,1
21799,1
21800,0
21801,0
21802,1
21803,1
21804,0
21805,0
21806,1
21807,1
21808,0
21809,1
21810,1
21811,1
21812,0
21813,1
21814,1
21815,0
21816,1
21817,1
21818,0
21819,1
21820,0
21821,1
21822,1
21823,0
21824,1
21825,1
21826,1
21827,0
21828,1
21829,1
21830,1
21831,1
21832,0
21833,0
21834,1
21835,1
21836,1
21837,1
21838,1
21839,1
21840,0
21841,0
21842,0
21843,1
21844,1
21845,1
21846,1
21847,1
21848,1
21849,0
21850,1
21851,1
21852,1
21853,1
21854,1
21855,0
21856,1
21857,1
21858,0
21859,0
21860,0
21861,1
21862,1
21863,0
21864,0
21865,1
21866,0
21867,0
21868,1
21869,1
21870,1
21871,0
21872,0
21873,0
21874,1
21875,1
21876,1
21877,1
21878,1
21879,1
21880,1
21881,1
21882,1
21883,0
21884,1
21885,1
21886,1
21887,0
21888,1
21889,0
21890,0
21891,1
21892,1
21893,0
21894,0
21895,1
21896,1
21897,0
21898,1
21899,1
21900,1
21901,0
21902,1
21903,0
21904,1
21905,1
21906,0
21907,1
21908,0
21909,0
21910,0
21911,1
21912,0
21913,0
21914,1
21915,1
21916,0
21917,1
21918,0
21919,0
21920,1
21921,1
21922,0
21923,1
21924,0
21925,1
21926,1
21927,0
21928,0
21929,1
21930,1
21931,1
21932,1
21933,0
21934,1
21935,1
21936,1
21937,0
21938,1
21939,1
21940,1
21941,0
21942,1
21943,1
21944,1
21945,1
21946,0
21947,0
21948,1
21949,1
21950,0
21951,1
21952,1
21953,1
21954,1
21955,0
21956,0
21957,0
21958,1
21959,1
21960,1
21961,0
21962,0
21963,1
21964,1
21965,1
21966,0
21967,0
21968,0
21969,0
21970,0
21971,0
21972,0
21973,0
21974,1
21975,1
21976,1
21977,0
21978,0
21979,1
21980,1
21981,1
21982,0
21983,0
21984,1
21985,1
21986,1
21987,1
21988,0
21989,1
21990,1
21991,0
21992,1
21993,1
21994,1
21995,1
21996,0
21997,1
21998,0
21999,0
22000,0
22001,1
22002,1
22003,0
22004,1
22005,0
22006,1
22007,1
22008,0
22009,1
22010,0
22011,1
22012,1
22013,0
22014,1
22015,0
22016,1
22017,0
22018,0
22019,1
22020,0
22021,0
22022,0
22023,1
22024,1
22025,1
22026,1
22027,1
22028,1
22029,0
22030,1
22031,1
22032,1
22033,1
22034,1
22035,0
22036,0
22037,1
22038,0
22039,0
22040,0
22041,1
22042,1
22043,1
22044,0
22045,1
22046,1
22047,0
22048,0
22049,1
22050,1
22051,0
22052,0
22053,1
22054,1
22055,0
22056,0
22057,0
22058,0
22059,1
22060,1
22061,1
22062,0
22063,0
22064,1
22065,0
22066,0
22067,1
22068,1
22069,1
22070,0
22071,1
22072,0
22073,1
22074,1
22075,0
22076,1
22077,1
22078,0
22079,0
22080,1
22081,0
22082,0
22083,0
22084,0
22085,1
22086,0
22087,1
22088,1
22089,1
22090,1
22091,0
22092,1
22093,1
22094,1
22095,1
22096,1
22097,0
22098,1
22099,0
22100,1
22101,1
22102,1
22103,0
22104,1
22105,1
22106,0
22107,0
22108,1
22109,0
22110,0
22111,1
22112,1
22113,1
22114,1
22115,0
22116,0
22117,0
22118,1
22119,0
22120,1
22121,1
22122,1
22123,1
22124,1
22125,1
22126,1
22127,1
22128,1
22129,1
22130,1
22131,1
22132,0
22133,1
22134,0
22135,0
22136,1
22137,1
22138,1
22139,1
22140,0
22141,0
22142,0
22143,1
22144,1
22145,1
22146,0
22147,1
22148,0
22149,0
22150,0
22151,0
22152,1
22153,1
22154,0
22155,0
22156,0
22157,0
22158,0
22159,0
22160,0
22161,0
22162,0
22163,0
22164,0
22165,0
22166,1
22167,1
22168,1
22169,1
22170,0
22171,0
22172,0
22173,0
22174,1
22175,0
22176,0
22177,1
22178,1
22179,0
22180,1
22181,1
22182,0
22183,0
22184,1
22185,1
22186,1
22187,0
22188,0
22189,1
22190,1
22191,0
22192,1
22193,1
22194,1
22195,1
22196,0
22197,1
22198,1
22199,0
22200,0
22201,0
22202,1
22203,1
22204,1
22205,0
22206,0
22207,0
22208,0
22209,1
22210,0
22211,1
22212,0
22213,1
22214,0
22215,0
22216,1
22217,0
22218,0
22219,0
22220,0
22221,0
22222,0
22223,1
22224,0
22225,1
22226,0
22227,0
22228,1
22229,1
22230,1
22231,1
22232,0
22233,1
22234,0
22235,0
22236,1
22237,0
22238,1
22239,0
22240,1
22241,0
22242,1
22243,0
22244,1
22245,0
22246,0
22247,0
22248,1
22249,0
22250,1
22251,0
22252,1
22253,1
22254,0
22255,0
22256,1
22257,1
22258,1
22259,1
22260,0
22261,1
22262,1
22263,1
22264,1
22265,1
22266,0
22267,1
22268,0
22269,0
22270,0
22271,0
22272,1
22273,0
22274,0
22275,0
22276,1
22277,0
22278,1
22279,0
22280,0
22281,0
22282,0
22283,1
22284,0
22285,1
22286,1
22287,0
22288,0
22289,1
22290,0
22291,0
22292,0
22293,1
22294,1
22295,0
22296,1
22297,1
22298,0
22299,0
22300,0
22301,1
22302,0
22303,0
22304,1
22305,1
22306,0
22307,1
22308,0
22309,1
22310,1
22311,1
22312,1
22313,1
22314,1
22315,0
22316,0
22317,1
22318,0
22319,1
22320,0
22321,1
22322,1
22323,1
22324,0
22325,1
22326,1
22327,0
22328,0
22329,1
22330,0
22331,1
22332,1
22333,1
22334,1
22335,0
22336,0
22337,0
22338,1
22339,1
22340,0
22341,0
22342,1
22343,0
22344,1
22345,0
22346,1
22347,1
22348,1
22349,1
22350,0
22351,0
22352,0
22353,1
22354,1
22355,0
22356,1
22357,0
22358,1
22359,1
22360,1
22361,0
22362,1
22363,0
22364,1
22365,0
22366,1
22367,0
22368,0
22369,0
22370,0
22371,1
22372,1
22373,1
22374,0
22375,0
22376,1
22377,1
22378,0
22379,0
22380,0
22381,0
22382,1
22383,1
22384,1
22385,1
22386,0
22387,0
22388,0
22389,1
22390,1
22391,0
22392,0
22393,0
22394,0
22395,1
22396,1
22397,0
22398,0
22399,1
22400,0
22401,0
22402,1
22403,1
22404,0
22405,1
22406,1
22407,1
22408,0
22409,1
22410,0
22411,0
22412,1
22413,0
22414,1
22415,0
22416,0
22417,1
22418,1
22419,1
22420,0
22421,0
22422,0
22423,1
22424,0
22425,0
22426,0
22427,1
22428,0
22429,1
22430,0
22431,0
22432,1
22433,0
22434,0
22435,1
22436,0
22437,1
22438,1
22439,0
22440,1
22441,1
22442,1
22443,0
22444,1
22445,0
22446,0
22447,0
22448,0
22449,1
22450,1
22451,1
22452,1
22453,1
22454,0
22455,1
22456,1
22457,1
22458,0
22459,0
22460,0
22461,1
22462,0
22463,1
22464,0
22465,1
22466,1
22467,1
22468,1
22469,1
22470,0
22471,1
22472,1
22473,0
22474,0
22475,1
22476,0
22477,1
22478,1
22479,0
22480,1
22481,1
22482,1
22483,1
22484,0
22485,1
22486,1
22487,1
22488,0
22489,1
22490,0
22491,1
22492,0
22493,0
22494,1
22495,0
22496,0
22497,0
22498,1
22499,0
22500,0
22501,1
22502,1
22503,0
22504,0
22505,0
22506,0
22507,0
22508,1
22509,1
22510,1
22511,0
22512,0
22513,1
22514,1
22515,1
22516,1
22517,1
22518,1
22519,1
22520,1
22521,0
22522,1
22523,1
22524,1
22525,0
22526,1
22527,0
22528,0
22529,1
22530,1
22531,1
22532,1
22533,1
22534,1
22535,0
22536,0
22537,0
22538,0
22539,1
22540,0
22541,1
22542,1
22543,1
22544,1
22545,0
22546,0
22547,1
22548,1
22549,1
22550,0
22551,0
22552,0
22553,0
22554,0
22555,0
22556,1
22557,1
22558,1
22559,0
22560,1
22561,0
22562,1
22563,0
22564,0
22565,0
22566,0
22567,1
22568,0
22569,0
22570,0
22571,1
22572,0
22573,1
22574,1
22575,0
22576,1
22577,0
22578,0
22579,1
22580,0
22581,0
22582,0
22583,1
22584,1
22585,1
22586,0
22587,0
22588,1
22589,1
22590,0
22591,1
22592,0
22593,0
22594,0
22595,0
22596,0
22597,1
22598,0
22599,0
22600,1
22601,0
22602,0
22603,1
22604,1
22605,1
22606,0
22607,0
22608,1
22609,0
22610,0
22611,1
22612,0
22613,1
22614,0
22615,1
22616,0
22617,1
22618,1
22619,0
22620,0
22621,1
22622,1
22623,0
22624,0
22625,1
22626,1
22627,0
22628,1
22629,1
22630,1
22631,0
22632,1
22633,0
22634,0
22635,1
22636,1
22637,1
22638,0
22639,1
22640,1
22641,0
22642,0
22643,1
22644,1
22645,0
22646,0
22647,1
22648,0
22649,1
22650,1
22651,1
22652,1
22653,1
22654,1
22655,1
22656,0
22657,1
22658,0
22659,0
22660,1
22661,1
22662,0
22663,1
22664,1
22665,1
22666,1
22667,1
22668,0
22669,1
22670,1
22671,1
22672,1
22673,0
22674,1
22675,1
22676,1
22677,1
22678,0
22679,1
22680,1
22681,0
22682,1
22683,0
22684,0
22685,1
22686,1
22687,0
22688,0
22689,1
22690,1
22691,0
22692,1
22693,1
22694,1
22695,0
22696,0
22697,1
22698,0
22699,1
22700,0
22701,1
22702,1
22703,0
22704,1
22705,1
22706,1
22707,1
22708,0
22709,0
22710,1
22711,0
22712,0
22713,1
22714,0
22715,0
22716,1
22717,0
22718,1
22719,1
22720,0
22721,0
22722,0
22723,1
22724,0
22725,0
22726,0
22727,1
22728,1
22729,1
22730,1
22731,1
22732,0
22733,1
22734,1
22735,0
22736,1
22737,0
22738,0
22739,0
22740,1
22741,1
22742,1
22743,1
22744,0
22745,1
22746,1
22747,0
22748,1
22749,1
22750,0
22751,1
22752,1
22753,1
22754,0
22755,0
22756,0
22757,0
22758,0
22759,1
22760,1
22761,1
22762,1
22763,0
22764,1
22765,0
22766,0
22767,0
22768,0
22769,1
22770,1
22771,1
22772,1
22773,0
22774,1
22775,0
22776,0
22777,0
22778,0
22779,1
22780,0
22781,1
22782,0
22783,1
22784,1
22785,1
22786,0
22787,0
22788,1
22789,1
22790,1
22791,1
22792,1
22793,0
22794,0
22795,0
22796,1
22797,0
22798,1
22799,0
22800,1
22801,1
22802,0
22803,1
22804,0
22805,0
22806,1
22807,0
22808,0
22809,1
22810,0
22811,1
22812,0
22813,1
22814,0
22815,0
22816,0
22817,0
22818,1
22819,1
22820,0
22821,1
22822,1
22823,0
22824,1
22825,0
22826,0
22827,1
22828,0
22829,1
22830,0
22831,1
22832,0
22833,1
22834,1
22835,1
22836,1
22837,1
22838,0
22839,1
22840,1
22841,1
22842,1
22843,0
22844,1
22845,0
22846,1
22847,1
22848,1
22849,1
22850,1
22851,0
22852,0
22853,0
22854,0
22855,1
22856,0
22857,0
22858,1
22859,0
22860,0
22861,1
22862,0
22863,0
22864,0
22865,0
22866,1
22867,0
22868,0
22869,1
22870,0
22871,0
22872,0
22873,0
22874,0
22875,1
22876,1
22877,0
22878,0
22879,0
22880,1
22881,0
22882,1
22883,0
22884,0
22885,1
22886,0
22887,1
22888,0
22889,0
22890,0
22891,1
22892,1
22893,1
22894,0
22895,1
22896,0
22897,1
22898,1
22899,1
22900,1
22901,0
22902,1
22903,1
22904,0
22905,0
22906,1
22907,0
22908,1
22909,1
22910,1
22911,0
22912,0
22913,1
22914,1
22915,1
22916,0
22917,1
22918,0
22919,1
22920,1
22921,1
22922,0
22923,0
22924,0
22925,1
22926,0
22927,0
22928,1
22929,0
22930,1
22931,0
22932,0
22933,0
22934,1
22935,0
22936,0
22937,0
22938,1
22939,0
22940,1
22941,1
22942,1
22943,0
22944,1
22945,1
22946,0
22947,1
22948,1
22949,1
22950,1
22951,0
22952,1
22953,0
22954,1
22955,1
22956,1
22957,1
22958,0
22959,0
22960,1
22961,1
22962,0
22963,0
22964,1
22965,1
22966,1
22967,0
22968,0
22969,0
22970,1
22971,1
22972,1
22973,1
22974,0
22975,0
22976,1
22977,0
22978,1
22979,0
22980,1
22981,0
22982,0
22983,1
22984,1
22985,1
22986,1
22987,0
22988,1
22989,1
22990,1
22991,1
22992,0
22993,1
22994,1
22995,1
22996,1
22997,1
22998,1
22999,1
23000,1
23001,1
23002,1
23003,1
23004,0
23005,1
23006,1
23007,0
23008,0
23009,1
23010,0
23011,1
23012,0
23013,1
23014,0
23015,1
23016,0
23017,0
23018,0
23019,0
23020,0
23021,0
23022,1
23023,0
23024,1
23025,0
23026,1
23027,0
23028,1
23029,1
23030,0
23031,0
23032,1
23033,0
23034,1
23035,0
23036,1
23037,1
23038,1
23039,0
23040,1
23041,1
23042,0
23043,1
23044,1
23045,0
23046,0
23047,0
23048,1
23049,0
23050,1
23051,1
23052,0
23053,0
23054,1
23055,1
23056,1
23057,1
23058,1
23059,0
23060,0
23061,0
23062,1
23063,0
23064,0
23065,1
23066,1
23067,0
23068,1
23069,0
23070,0
23071,0
23072,0
23073,1
23074,0
23075,1
23076,1
23077,1
23078,1
23079,0
23080,1
23081,0
23082,0
23083,1
23084,0
23085,1
23086,1
23087,1
23088,0
23089,1
23090,0
23091,1
23092,0
23093,0
23094,1
23095,0
23096,0
23097,0
23098,1
23099,0
23100,0
23101,0
23102,0
23103,0
23104,1
23105,0
23106,0
23107,1
23108,0
23109,1
23110,1
23111,1
23112,0
23113,0
23114,1
23115,1
23116,0
23117,0
23118,1
23119,1
23120,1
23121,0
23122,1
23123,1
23124,1
23125,1
23126,1
23127,1
23128,1
23129,0
23130,1
23131,0
23132,0
23133,0
23134,0
23135,1
23136,1
23137,1
23138,0
23139,0
23140,1
23141,0
23142,1
23143,1
23144,0
23145,0
23146,0
23147,0
23148,0
23149,0
23150,1
23151,0
23152,1
23153,1
23154,0
23155,0
23156,1
23157,1
23158,0
23159,1
23160,0
23161,0
23162,0
23163,1
23164,0
23165,0
23166,1
23167,1
23168,1
23169,0
23170,0
23171,1
23172,1
23173,0
23174,1
23175,0
23176,0
23177,1
23178,1
23179,1
23180,1
23181,1
23182,1
23183,1
23184,0
23185,1
23186,1
23187,0
23188,0
23189,1
23190,1
23191,1
23192,1
23193,1
23194,1
23195,0
23196,1
23197,0
23198,0
23199,0
23200,1
23201,0
23202,1
23203,1
23204,1
23205,1
23206,1
23207,0
23208,1
23209,1
23210,1
23211,1
23212,1
23213,1
23214,1
23215,0
23216,1
23217,1
23218,1
23219,0
23220,0
23221,0
23222,0
23223,0
23224,0
23225,0
23226,0
23227,0
23228,0
23229,0
23230,0
23231,1
23232,1
23233,1
23234,1
23235,1
23236,1
23237,0
23238,0
23239,0
23240,0
23241,0
23242,0
23243,1
23244,0
23245,1
23246,0
23247,1
23248,1
23249,1
23250,0
23251,1
23252,0
23253,1
23254,1
23255,1
23256,1
23257,1
23258,0
23259,1
23260,0
23261,0
23262,0
23263,0
23264,0
23265,0
23266,0
23267,0
23268,1
23269,1
23270,0
23271,1
23272,1
23273,1
23274,0
23275,1
23276,1
23277,1
23278,1
23279,1
23280,1
23281,1
23282,0
23283,1
23284,1
23285,0
23286,1
23287,1
23288,0
23289,0
23290,1
23291,0
23292,0
23293,0
23294,0
23295,0
23296,0
23297,0
23298,1
23299,0
23300,0
23301,1
23302,1
23303,1
23304,1
23305,0
23306,1
23307,0
23308,0
23309,0
23310,1
23311,1
23312,1
23313,1
23314,1
23315,0
23316,1
23317,0
23318,1
23319,0
23320,1
23321,1
23322,0
23323,1
23324,1
23325,1
23326,1
23327,1
23328,1
23329,1
23330,0
23331,0
23332,1
23333,0
23334,1
23335,1
23336,0
23337,0
23338,1
23339,1
23340,1
23341,1
23342,1
23343,1
23344,1
23345,1
23346,0
23347,1
23348,0
23349,0
23350,1
23351,0
23352,0
23353,1
23354,1
23355,1
23356,1
23357,1
23358,1
23359,0
23360,1
23361,1
23362,1
23363,1
23364,0
23365,0
23366,1
23367,1
23368,1
23369,0
23370,1
23371,0
23372,1
23373,1
23374,0
23375,1
23376,0
23377,1
23378,1
23379,0
23380,1
23381,0
23382,0
23383,1
23384,1
23385,1
23386,0
23387,0
23388,0
23389,0
23390,1
23391,1
23392,1
23393,1
23394,1
23395,1
23396,1
23397,1
23398,1
23399,0
23400,0
23401,0
23402,1
23403,1
23404,1
23405,0
23406,0
23407,0
23408,1
23409,1
23410,1
23411,1
23412,0
23413,0
23414,0
23415,1
23416,1
23417,0
23418,1
23419,0
23420,1
23421,1
23422,1
23423,1
23424,1
23425,0
23426,1
23427,1
23428,1
23429,0
23430,0
23431,1
23432,0
23433,0
23434,1
23435,1
23436,0
23437,1
23438,0
23439,0
23440,1
23441,0
23442,1
23443,1
23444,0
23445,1
23446,1
23447,1
23448,0
23449,0
23450,1
23451,0
23452,1
23453,0
23454,0
23455,1
23456,1
23457,1
23458,1
23459,1
23460,1
23461,1
23462,1
23463,1
23464,1
23465,1
23466,0
23467,1
23468,0
23469,0
23470,0
23471,1
23472,0
23473,1
23474,0
23475,1
23476,1
23477,1
23478,0
23479,0
23480,1
23481,0
23482,1
23483,0
23484,0
23485,1
23486,0
23487,1
23488,1
23489,1
23490,0
23491,0
23492,1
23493,0
23494,1
23495,1
23496,0
23497,0
23498,1
23499,1
23500,0
23501,1
23502,1
23503,1
23504,0
23505,1
23506,1
23507,1
23508,0
23509,0
23510,0
23511,1
23512,0
23513,0
23514,1
23515,0
23516,0
23517,1
23518,0
23519,0
23520,1
23521,0
23522,1
23523,1
23524,1
23525,1
23526,1
23527,0
23528,1
23529,0
23530,0
23531,1
23532,0
23533,1
23534,1
23535,1
23536,0
23537,0
23538,1
23539,0
23540,1
23541,1
23542,0
23543,0
23544,0
23545,0
23546,1
23547,0
23548,1
23549,1
23550,1
23551,1
23552,1
23553,1
23554,0
23555,1
23556,0
23557,1
23558,1
23559,1
23560,1
23561,0
23562,0
23563,0
23564,1
23565,0
23566,1
23567,0
23568,1
23569,0
23570,0
23571,0
23572,1
23573,1
23574,0
23575,0
23576,0
23577,0
23578,0
23579,0
23580,1
23581,1
23582,1
23583,0
23584,1
23585,1
23586,1
23587,0
23588,1
23589,0
23590,0
23591,1
23592,0
23593,1
23594,1
23595,1
23596,0
23597,0
